epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr,epoch_time,best_val_acc,model_type,data_ratio,use_amp,use_strong_aug,seed
49,0.658007,0.941680,0.742634,0.901600,0.899786,0.0001677650,119.61,0.904600,cnn,1.0,True,False,42
50,0.655143,0.941980,0.706215,0.914600,0.914461,0.0001628456,323.55,0.914600,cnn,1.0,True,False,42
51,0.650931,0.944820,0.707325,0.913700,0.913688,0.0001579128,98.77,0.914600,cnn,1.0,True,False,42
52,0.651277,0.944120,0.734789,0.905300,0.906555,0.0001529718,308.66,0.914600,cnn,1.0,True,False,42
53,0.647336,0.945640,0.713523,0.912200,0.911988,0.0001480282,319.40,0.914600,cnn,1.0,True,False,42
54,0.643034,0.947720,0.711877,0.916700,0.916260,0.0001430872,528.82,0.916700,cnn,1.0,True,False,42
55,0.639323,0.949360,0.711705,0.915600,0.915172,0.0001381544,536.14,0.916700,cnn,1.0,True,False,42
56,0.635363,0.950720,0.700759,0.919500,0.919685,0.0001332350,562.60,0.919500,cnn,1.0,True,False,42
57,0.635817,0.951340,0.703369,0.918900,0.919084,0.0001283346,565.63,0.919500,cnn,1.0,True,False,42
58,0.632057,0.952800,0.700604,0.919400,0.919279,0.0001234584,589.95,0.919500,cnn,1.0,True,False,42
59,0.627937,0.953940,0.708175,0.914800,0.914238,0.0001186117,608.06,0.919500,cnn,1.0,True,False,42
60,0.626570,0.955780,0.734000,0.907100,0.906451,0.0001137999,596.46,0.919500,cnn,1.0,True,False,42
61,0.620893,0.957400,0.714412,0.913600,0.913068,0.0001090283,562.83,0.919500,cnn,1.0,True,False,42
62,0.620407,0.957380,0.711406,0.915600,0.915449,0.0001043020,564.91,0.919500,cnn,1.0,True,False,42
63,0.617482,0.958800,0.692142,0.921900,0.921105,0.0000996262,553.51,0.921900,cnn,1.0,True,False,42
64,0.614927,0.959700,0.687337,0.924900,0.925197,0.0000950060,597.06,0.924900,cnn,1.0,True,False,42
65,0.612269,0.961460,0.684298,0.924800,0.924667,0.0000904465,563.70,0.924900,cnn,1.0,True,False,42
66,0.611884,0.961820,0.691375,0.922800,0.922993,0.0000859527,608.94,0.924900,cnn,1.0,True,False,42
67,0.607869,0.963960,0.692053,0.921800,0.921643,0.0000815295,579.31,0.924900,cnn,1.0,True,False,42
68,0.608521,0.963120,0.688310,0.922100,0.921797,0.0000771817,627.60,0.924900,cnn,1.0,True,False,42
69,0.604923,0.965000,0.694454,0.921100,0.921086,0.0000729140,582.06,0.924900,cnn,1.0,True,False,42
70,0.603536,0.965620,0.685508,0.926500,0.926169,0.0000687313,535.93,0.926500,cnn,1.0,True,False,42
71,0.601367,0.966900,0.677544,0.928900,0.928702,0.0000646379,608.96,0.928900,cnn,1.0,True,False,42
72,0.601173,0.966320,0.679265,0.927000,0.926774,0.0000606384,590.00,0.928900,cnn,1.0,True,False,42
73,0.599055,0.966420,0.682578,0.926400,0.926159,0.0000567371,558.69,0.928900,cnn,1.0,True,False,42
74,0.597855,0.968140,0.682971,0.927600,0.927395,0.0000529384,594.83,0.928900,cnn,1.0,True,False,42
75,0.594077,0.969320,0.680107,0.926400,0.925924,0.0000492464,573.36,0.928900,cnn,1.0,True,False,42
76,0.594450,0.969620,0.680455,0.927300,0.927732,0.0000456651,624.21,0.928900,cnn,1.0,True,False,42
77,0.593947,0.969800,0.680151,0.927800,0.927734,0.0000421984,607.72,0.928900,cnn,1.0,True,False,42
78,0.589727,0.971940,0.676549,0.928100,0.927926,0.0000388502,539.40,0.928900,cnn,1.0,True,False,42
79,0.590310,0.971780,0.676107,0.928200,0.928184,0.0000356240,581.91,0.928900,cnn,1.0,True,False,42
80,0.587678,0.972900,0.677568,0.929500,0.929578,0.0000325235,589.70,0.929500,cnn,1.0,True,False,42
81,0.587456,0.972540,0.671436,0.930600,0.930482,0.0000295520,618.99,0.930600,cnn,1.0,True,False,42
82,0.587921,0.973140,0.673126,0.930200,0.930006,0.0000267127,579.32,0.930600,cnn,1.0,True,False,42
83,0.587988,0.973040,0.672619,0.930300,0.930219,0.0000240088,570.66,0.930600,cnn,1.0,True,False,42
84,0.584840,0.973660,0.671801,0.930300,0.930191,0.0000214432,567.41,0.930600,cnn,1.0,True,False,42
85,0.584715,0.974200,0.669794,0.931000,0.931119,0.0000190187,622.43,0.931000,cnn,1.0,True,False,42
86,0.582873,0.975060,0.670998,0.931700,0.931660,0.0000167380,581.74,0.931700,cnn,1.0,True,False,42
87,0.583768,0.973440,0.670381,0.929300,0.929245,0.0000146035,580.65,0.931700,cnn,1.0,True,False,42
88,0.581141,0.975400,0.669496,0.930700,0.930630,0.0000126177,550.86,0.931700,cnn,1.0,True,False,42
89,0.582369,0.974980,0.671587,0.930300,0.930151,0.0000107826,563.81,0.931700,cnn,1.0,True,False,42
90,0.582174,0.974780,0.669090,0.931400,0.931312,0.0000091003,605.46,0.931700,cnn,1.0,True,False,42
91,0.580372,0.975800,0.669321,0.932000,0.931946,0.0000075727,599.33,0.932000,cnn,1.0,True,False,42
92,0.581166,0.975280,0.669844,0.931100,0.931018,0.0000062013,636.70,0.932000,cnn,1.0,True,False,42
93,0.580562,0.975660,0.669579,0.932300,0.932249,0.0000049877,590.43,0.932300,cnn,1.0,True,False,42
94,0.579990,0.975460,0.668979,0.930500,0.930483,0.0000039332,597.62,0.932300,cnn,1.0,True,False,42
95,0.579948,0.975900,0.669441,0.930900,0.930803,0.0000030390,563.95,0.932300,cnn,1.0,True,False,42
96,0.580156,0.975360,0.669088,0.931700,0.931666,0.0000023060,621.88,0.932300,cnn,1.0,True,False,42
97,0.578466,0.976120,0.668416,0.931700,0.931662,0.0000017351,599.30,0.932300,cnn,1.0,True,False,42
98,0.580167,0.975800,0.668334,0.930900,0.930886,0.0000013269,633.31,0.932300,cnn,1.0,True,False,42
99,0.580302,0.976360,0.668397,0.931900,0.931873,0.0000010817,679.07,0.932300,cnn,1.0,True,False,42
100,0.579067,0.976100,0.669277,0.931600,0.931574,0.0000010000,681.30,0.932300,cnn,1.0,True,False,42
