epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr,epoch_time,best_val_acc,model_type,data_ratio,use_amp,use_strong_aug,seed
61,1.281448,0.648000,1.280156,0.643000,0.635286,0.0001090283,52.77,0.648300,vit,0.2,True,False,42
62,1.273795,0.643300,1.286835,0.641100,0.633310,0.0001043020,42.04,0.648300,vit,0.2,True,False,42
63,1.253962,0.657200,1.292435,0.639800,0.627506,0.0000996262,43.62,0.648300,vit,0.2,True,False,42
64,1.253423,0.655900,1.313423,0.633500,0.625198,0.0000950060,48.30,0.648300,vit,0.2,True,False,42
65,1.241696,0.663000,1.270626,0.654400,0.643087,0.0000904465,43.09,0.654400,vit,0.2,True,False,42
66,1.238574,0.661700,1.272831,0.652100,0.645748,0.0000859527,61.16,0.654400,vit,0.2,True,False,42
67,1.237790,0.660900,1.293427,0.646000,0.638352,0.0000815295,38.45,0.654400,vit,0.2,True,False,42
68,1.230218,0.669000,1.285278,0.648500,0.637870,0.0000771817,41.36,0.654400,vit,0.2,True,False,42
69,1.208567,0.678900,1.257808,0.657600,0.648449,0.0000729140,45.15,0.657600,vit,0.2,True,False,42
70,1.216002,0.676100,1.287039,0.646600,0.637831,0.0000687313,49.80,0.657600,vit,0.2,True,False,42
71,1.210636,0.673800,1.243291,0.670200,0.664281,0.0000646379,53.60,0.670200,vit,0.2,True,False,42
72,1.202883,0.676200,1.286890,0.645700,0.634773,0.0000606384,55.06,0.670200,vit,0.2,True,False,42
73,1.198449,0.684300,1.261532,0.660200,0.652664,0.0000567371,49.64,0.670200,vit,0.2,True,False,42
74,1.184946,0.685400,1.244088,0.668400,0.661953,0.0000529384,37.36,0.670200,vit,0.2,True,False,42
75,1.179378,0.686900,1.249681,0.663600,0.655593,0.0000492464,36.69,0.670200,vit,0.2,True,False,42
76,1.181420,0.695200,1.249555,0.663700,0.656106,0.0000456651,34.45,0.670200,vit,0.2,True,False,42
77,1.176962,0.690400,1.242060,0.667500,0.659576,0.0000421984,49.95,0.670200,vit,0.2,True,False,42
78,1.169363,0.694900,1.241200,0.667100,0.659875,0.0000388502,52.17,0.670200,vit,0.2,True,False,42
79,1.180093,0.688700,1.252115,0.665100,0.655024,0.0000356240,43.91,0.670200,vit,0.2,True,False,42
80,1.169203,0.698800,1.241823,0.670500,0.663367,0.0000325235,52.11,0.670500,vit,0.2,True,False,42
81,1.163487,0.698100,1.242384,0.669600,0.661584,0.0000295520,55.24,0.670500,vit,0.2,True,False,42
82,1.158355,0.702500,1.232973,0.672100,0.665003,0.0000267127,41.61,0.672100,vit,0.2,True,False,42
83,1.159329,0.698800,1.231582,0.673300,0.666217,0.0000240088,52.58,0.673300,vit,0.2,True,False,42
84,1.153988,0.703000,1.237044,0.673300,0.665540,0.0000214432,56.66,0.673300,vit,0.2,True,False,42
85,1.148024,0.706000,1.244177,0.670000,0.660619,0.0000190187,61.25,0.673300,vit,0.2,True,False,42
86,1.141708,0.706200,1.232407,0.673600,0.666640,0.0000167380,56.03,0.673600,vit,0.2,True,False,42
87,1.140328,0.707000,1.242095,0.673500,0.665902,0.0000146035,52.65,0.673600,vit,0.2,True,False,42
88,1.144258,0.708200,1.240023,0.672300,0.662579,0.0000126177,39.67,0.673600,vit,0.2,True,False,42
89,1.145091,0.703200,1.239319,0.672500,0.663707,0.0000107826,38.55,0.673600,vit,0.2,True,False,42
90,1.143167,0.711200,1.239309,0.673200,0.664769,0.0000091003,44.37,0.673600,vit,0.2,True,False,42
91,1.135811,0.716400,1.227698,0.675900,0.668266,0.0000075727,50.13,0.675900,vit,0.2,True,False,42
92,1.130523,0.716400,1.232707,0.674700,0.666874,0.0000062013,35.04,0.675900,vit,0.2,True,False,42
93,1.127139,0.718700,1.230836,0.675300,0.667134,0.0000049877,31.07,0.675900,vit,0.2,True,False,42
94,1.135575,0.712400,1.237027,0.673100,0.664348,0.0000039332,39.58,0.675900,vit,0.2,True,False,42
95,1.136271,0.712800,1.231160,0.675400,0.667174,0.0000030390,29.91,0.675900,vit,0.2,True,False,42
96,1.129576,0.718100,1.233676,0.673600,0.665402,0.0000023060,43.63,0.675900,vit,0.2,True,False,42
97,1.129734,0.713800,1.232154,0.674300,0.666132,0.0000017351,47.41,0.675900,vit,0.2,True,False,42
98,1.127527,0.715100,1.232868,0.675300,0.666918,0.0000013269,43.52,0.675900,vit,0.2,True,False,42
99,1.123979,0.715500,1.233408,0.674900,0.666621,0.0000010817,38.60,0.675900,vit,0.2,True,False,42
100,1.128007,0.715700,1.233238,0.674300,0.666067,0.0000010000,53.32,0.675900,vit,0.2,True,False,42
